,feature,class
985,"[-4.4937427e+02  7.2785873e+01  1.9701139e+01  4.4846016e+01
 -3.1942556e+00  1.5388595e+01 -1.6562557e+01 -1.0313859e+00
  5.9534085e-01  6.0836726e-01 -1.1811284e+01  4.6427388e+00
 -1.1041830e+01  1.0215185e+01 -1.0180544e+01  2.5577152e+00
 -3.7175169e+00  8.7673879e-01 -9.8058195e+00 -6.0908282e-01
 -7.3739877e+00 -3.9205723e+00 -8.2104731e+00 -1.3900535e-01
 -6.8915558e+00  6.3027507e-01 -2.9654735e-01  3.5185263e+00
  4.5010171e+00  3.6180644e+00  3.3971410e+00  6.7193937e+00
  1.2181220e+00  1.5234171e+00  4.8327622e+00  7.6641569e+00
  7.4190936e+00  7.6460986e+00  6.0703669e+00  5.8219419e+00]",Sad
986,"[-534.61755      64.29168      20.263416     23.218258      7.506686
   23.38729     -13.225452     -7.344091    -18.778343     10.229614
  -16.5047        7.898707     -7.9581666     9.977235      2.1139395
    6.1221147     1.5908718     7.2176323     2.0912602    -2.132197
    3.8866093    -0.77068806   -3.2203877     3.694304     -4.272288
    1.1806393    -3.4287255     5.3290734    -0.78749484    1.9388336
    7.7517047     8.024766      4.019721      8.32048       9.509308
    6.9048276    12.477837     17.699543     11.416314      8.751787  ]",Sad
987,"[-5.41578918e+02  8.13038788e+01  3.24432602e+01  1.92151737e+01
  1.00429010e+01  1.51955423e+01 -2.05412121e+01 -6.13022947e+00
 -1.99626541e+01  7.73637724e+00 -1.70117435e+01  8.21067810e+00
 -1.01061754e+01  8.97756863e+00 -2.39768815e+00 -3.86642528e+00
  2.22703338e+00  5.18125582e+00  3.59307957e+00 -4.46056986e+00
  2.65847898e+00  1.22541034e+00 -5.17058277e+00  4.35024291e-01
 -8.90520954e+00  9.70222950e-01 -1.01450980e+00  5.94637871e-01
  1.09857476e+00  9.37875843e+00  7.28307343e+00  1.48042164e+01
  1.17374048e+01  3.64053488e+00  1.10525389e+01  6.69727182e+00
  9.07500458e+00  1.38221922e+01  1.37931795e+01  9.84408569e+00]",Sad
988,"[-4.0209909e+02  9.5224602e+01 -1.2027832e+00  9.0094519e+00
 -1.6217319e+01  1.3927174e+01 -1.6281942e+01 -2.2495358e+01
 -1.2443048e+01 -2.3337648e+00 -1.2281468e+01  4.7988243e+00
 -1.5512697e+01  3.0349467e+00 -6.5794463e+00 -2.6088247e+00
 -1.6855577e+00 -2.2750173e+00 -2.0265765e+00  2.1898714e-01
 -2.4980638e+00 -4.0931955e-01 -6.0422707e+00  2.3360841e+00
 -5.8971581e+00 -5.5539644e-01 -7.1552044e-01 -7.8403890e-01
  2.6839392e+00  3.4971282e+00  2.6631346e+00  4.8390193e+00
 -7.2682917e-01  1.1946996e-01  1.5624082e+00  6.8337953e-01
  3.8041937e+00  8.4481728e-01  3.5738497e+00  4.0943408e+00]",Disgust
989,"[-2.7187842e+02  4.1249966e+01 -1.1365000e+01  2.5120596e+01
 -1.0513760e+01  1.4771989e+01 -1.1745962e+01  1.9415045e+00
 -1.1003273e+01  1.2626196e+01 -2.1786692e+01  5.1198540e+00
 -8.3408461e+00  5.5610981e+00 -1.7363610e+00 -3.8319409e-01
 -3.0822537e+00  1.4486612e+01 -9.3011036e+00  1.2313630e+01
  5.2861052e+00  3.4065859e+00  2.8611201e-01  5.0360432e+00
 -5.3394794e+00  1.8684217e+00 -3.5610492e+00  8.8602352e-01
 -2.2691414e+00  3.1456592e+00 -1.4659978e+00  1.9669713e+00
 -2.9061403e+00 -1.1072814e+00 -1.7634473e+00  7.8256321e-01
  1.7837057e+00  2.9196742e+00  3.0857072e+00  1.9239831e-01]",Fear
990,"[-5.2083850e+02  9.0197121e+01  1.8654932e+01  1.9642202e+01
  8.8582172e+00  2.1245378e+01 -1.7922956e+01 -1.2635729e+01
 -1.9247522e+01  8.6233673e+00 -1.7663559e+01  3.0833151e+00
 -9.6368370e+00  6.1856999e+00 -2.6355162e+00  1.4922622e+00
 -3.8292608e+00  2.1548834e+00 -2.9183406e-01 -7.3800087e+00
  9.2231750e+00 -3.3539510e+00 -5.6932678e+00  1.1650159e+00
 -7.0722117e+00  1.0958419e+00 -5.9994755e+00  7.7599913e-01
  2.5339463e+00  2.3947310e+00  6.0904975e+00  1.3025569e+01
  1.0515295e+01  7.2859497e+00  9.5091734e+00  7.4380126e+00
  1.0492548e+01  1.4523076e+01  1.6694244e+01  1.3285523e+01]",Sad
991,"[-5.3459521e+02  7.8155396e+01  2.8174150e+01  2.8012943e+01
  1.5433469e+01  1.4270031e+01 -1.5821880e+01 -3.6119547e+00
 -1.9383896e+01  5.8326812e+00 -1.5564190e+01  1.0069505e+00
 -8.6366053e+00  8.1525097e+00 -3.8139997e+00  3.1001546e+00
  2.3796628e+00  4.7451982e+00 -7.8139186e-01 -6.4372706e+00
  4.3254967e+00 -2.3497150e+00 -3.0716758e+00  2.6852138e+00
 -6.5079031e+00 -1.0004823e+00  1.0737512e+00  2.3450556e+00
  3.9899763e-01  5.1582413e+00  7.5957303e+00  9.4148178e+00
  4.8173823e+00  7.8439827e+00  1.4049937e+01  1.1169742e+01
  1.6647173e+01  1.6601877e+01  6.5404000e+00  4.7388992e+00]",Sad
992,"[-4.4368613e+02  9.9298782e+01  4.1492972e+00  5.7650681e+00
  8.5532703e+00 -1.5932837e+00 -2.1207865e+01  3.0880656e+00
 -1.9157934e+01  4.9604626e+00 -1.7841208e+01  6.7140107e+00
 -5.4026833e+00  2.9121273e+00 -2.8343847e+00  1.5371720e+00
 -5.6996803e+00  5.8388910e+00 -4.4141178e+00  1.1866354e-01
 -2.4854190e+00 -1.7704027e+00 -3.2750924e+00 -1.9319916e+00
 -5.0191636e+00  3.6309440e+00 -2.3851643e+00  4.0814486e+00
  5.5370474e-01  3.5416644e+00  2.5770831e+00  3.8732209e+00
  4.1032872e+00  3.3861427e+00  4.7557378e+00  3.8219085e+00
  4.4441748e+00  3.9321439e+00  6.5562129e+00  4.5809722e+00]",Disgust
993,"[-4.70388977e+02  1.03532875e+02  7.11943340e+00 -9.52457619e+00
 -3.66974330e+00  8.83909416e+00 -1.42884083e+01  4.68191051e+00
 -1.49797153e+01  4.83797121e+00 -1.60286884e+01  6.66563225e+00
 -6.01524639e+00  3.22771215e+00 -2.21216154e+00  9.36692619e+00
 -6.63372135e+00  4.99541330e+00 -3.51362348e+00  1.40037239e+00
 -1.83981240e+00 -3.71872246e-01 -4.27441835e+00  2.09419250e+00
 -3.62828088e+00  2.70391107e+00 -6.27462566e-01  4.23283148e+00
 -8.88561726e-01  4.38388681e+00  5.69465995e-01  2.52875710e+00
  2.58823037e+00  5.34051752e+00  5.68689871e+00  2.58840609e+00
  5.90321350e+00  1.29870868e+00  7.07606888e+00  6.20944834e+00]",Disgust
994,"[-3.8518365e+02  4.6933998e+01 -1.5054189e+01  2.2673113e+00
 -1.1510201e+01  6.9187707e-01 -3.0616882e+01  6.9110494e+00
 -1.6195910e+01  4.3096471e+00 -1.1018127e+01  4.2120309e+00
 -1.1369734e+01  1.0597525e+01 -6.4128652e+00  2.6856399e+00
 -3.8600628e+00  5.6125563e-01 -6.8870196e+00 -1.2451909e+01
 -1.1867003e+00  8.4067812e+00  9.1999760e+00  2.7311380e+01
  2.9450888e+01  2.1370230e+01  1.3511352e+01  6.5934525e+00
 -1.2496840e-01  5.7673140e+00  9.9678888e+00  6.5396876e+00
  5.3632307e+00 -9.2089541e-02  2.2190578e+00  2.9673431e+00
  3.8215158e+00 -2.9385552e-01 -2.0020392e+00 -8.5306114e-01]",Angry
995,"[-400.55884      91.87743      -8.125362     21.59325     -14.900991
    2.8480406    -5.427344     -9.79743     -12.006974     10.967629
  -22.943205     13.363472     -5.477705      3.1162875    -4.678527
   -4.5172544    -0.80084354    1.5355608   -15.096018      0.9513177
   -6.1443253    -7.724334     -3.73507      -4.295059     -7.8018584
   -2.7704923    -2.334295     -1.8311603    -2.0562725    -2.7098575
  -10.220352      0.4662416     1.9103663    13.359048     25.87646
   33.745674     31.140903     17.591267      5.7931485    -2.7178795 ]",Calm
996,"[-3.3475992e+02  2.2827545e+01 -1.3108892e+01  3.1704813e+01
 -7.2332048e+00  3.3847086e+00 -1.6510254e+01 -1.1627921e+01
 -5.9798121e+00 -8.0874376e+00 -1.3460096e+01  1.6884407e+01
 -1.9913700e+01  1.3734908e+01 -9.2171335e+00 -3.1231120e+00
  1.1847577e-01  4.9663720e-01 -5.1675210e+00  6.1815000e+00
 -5.2569537e+00 -6.6488510e-01 -3.5279799e+00  7.2453160e+00
  6.2088022e+00  7.7856565e+00  7.1638268e-01  3.2442563e+00
  6.7297096e+00  8.4525404e+00  5.7561231e+00 -2.7667580e+00
 -4.3287177e+00  7.8021133e-01  7.0060277e+00  5.9134378e+00
  2.7520974e+00 -1.3108480e+00 -1.0030868e+00  5.9762727e-02]",Happy
997,"[-515.5591      88.50066     11.89656     17.70827     12.186474
   15.212564   -15.417751    -8.394542   -16.439846     8.462179
  -13.824703     6.131612    -5.8135757    9.449754    -5.1845703
   -2.933607    -1.2182019    4.39081      2.6431873   -6.8849583
    4.819752     1.3524989   -3.9668462   -1.203536    -6.6732163
    0.8436107   -1.1353724   -2.1614718   -0.9781141    5.658834
   -0.8138975    8.078693     9.072136    12.319706    12.052033
    7.139455    10.142917     4.079782     6.9115005   10.6705065]",Sad
998,"[-4.6612888e+02  7.0599373e+01  7.5153441e+00  9.6102142e+00
 -3.3376479e+00  2.8819723e+00 -1.7836960e+01  4.8702660e+00
 -1.6561474e+01  2.3321469e+00 -1.6085945e+01 -7.9397583e-01
 -5.9881835e+00  5.7569611e-01  3.0658659e-01  5.4493837e+00
  3.8929200e-01  1.6692242e+01 -9.2382681e-01  1.7759778e+00
  4.7032776e+00  3.7350800e+00  3.6731491e+00  9.9458046e+00
 -1.0980580e+00  6.9857268e+00  4.1228169e-01  5.6631594e+00
  7.0589656e-01  4.5272942e+00  4.3072290e+00  4.8682289e+00
  3.6606979e+00  5.4040259e-01  2.4711535e+00  6.3320427e+00
  6.0040402e+00  7.1302505e+00  9.6023836e+00  1.1196949e+01]",Happy
999,"[-4.6448831e+02  9.7609787e+01  2.0373547e+01  7.7577481e+00
  3.3795586e+00  1.2891945e+01 -2.1649330e+01  3.1549420e+00
 -2.7174580e+01 -4.4419627e+00 -9.6461134e+00 -4.9618826e+00
 -5.2311916e+00  2.9099760e+00 -5.8526354e+00  1.9202828e+00
 -6.1050978e+00  4.4418154e+00  3.4645709e-01 -1.3259966e+00
 -1.9095412e+00 -2.6484399e+00 -5.0283890e+00 -8.5085255e-01
 -3.5516388e+00  6.2200236e+00 -2.2831130e+00  5.0558057e+00
  1.1309109e+00  1.8463837e+00  5.5712137e+00  3.2371573e+00
  4.3314013e+00  6.0106549e+00  8.0940886e+00  7.7416720e+00
  9.0845337e+00  9.7700624e+00  1.0580170e+01  9.7984467e+00]",Disgust
1000,"[-4.13622711e+02  9.71711502e+01 -3.28055525e+00 -8.60939217e+00
  2.09341121e+00  6.06832790e+00 -1.13399935e+01 -2.91456133e-01
 -2.00567055e+01  8.83284187e+00 -1.64139328e+01  7.12975645e+00
 -7.05986500e+00  3.22611451e+00 -2.63737059e+00  3.62189484e+00
 -4.73863649e+00  3.05126333e+00  6.52424395e-01 -1.95705104e+00
 -1.49765646e+00 -3.21691185e-01 -5.78783607e+00 -9.90105689e-01
 -3.05344677e+00  1.49795425e+00  1.49545729e+00  2.68172002e+00
 -6.94973052e-01  2.04930997e+00  1.42526901e+00  3.54860926e+00
  3.86583066e+00  3.21380997e+00  4.80104780e+00  3.27845001e+00
  8.38494873e+00  6.81165600e+00  1.29854374e+01  9.69454193e+00]",Disgust
1001,"[-5.19968872e+02  8.29917068e+01  1.31928005e+01  8.03405285e+00
 -1.18459916e+00  1.69825706e+01 -1.10130224e+01  1.30848908e+00
 -2.00421944e+01  7.88529491e+00 -1.21086769e+01  7.82248306e+00
 -6.90206003e+00  1.18183451e+01  5.75890732e+00  4.46285248e+00
 -7.92638779e+00  8.06768131e+00 -2.06216049e+00 -1.56529307e+00
  3.35032248e+00  3.28379416e+00 -5.67564678e+00 -8.31850804e-03
 -6.02704239e+00 -1.31437492e+00 -6.75146627e+00  3.54318428e+00
  1.26493692e-01 -1.40911734e+00 -5.30900097e+00 -2.15100837e+00
 -3.34030414e+00  2.84485412e+00  1.73554840e+01  2.23436565e+01
  3.34249649e+01  2.81367989e+01  1.92063713e+01  8.60656261e+00]",Calm
1002,"[-4.61675201e+02  9.76769333e+01  2.29190273e+01  1.74476624e+00
  7.93264008e+00  6.87063456e+00 -6.31497335e+00  3.85245681e+00
 -2.04688072e+01 -4.68345499e+00 -2.48285732e+01  1.29340708e+00
 -6.33134651e+00  7.18846858e-01 -4.82183218e+00  2.30267239e+00
 -8.08149719e+00  2.72911906e+00 -2.82479143e+00  4.05477667e+00
 -5.35172415e+00 -2.37192392e+00 -3.73973203e+00 -1.06573308e+00
 -5.79617500e+00  4.08457041e+00  3.93255055e-01  2.58698297e+00
  3.29990238e-01  3.96267843e+00  1.91764581e+00  6.28682280e+00
  3.05339241e+00  3.98389268e+00  9.49681568e+00  3.51005816e+00
  1.06618042e+01  1.13407106e+01  1.04783144e+01  1.09074135e+01]",Disgust
1003,"[-3.95665161e+02  8.82210770e+01  2.07935677e+01  2.70215058e+00
 -1.09501438e+01  8.61500680e-01 -8.93088722e+00  2.43680382e+00
 -2.55397987e+01 -3.18691611e+00 -1.80410061e+01 -7.78796482e+00
 -7.56477356e+00  2.27213001e+00 -1.97912621e+00  1.84579766e+00
 -1.84037507e+00  9.32645512e+00  9.22404230e-01  1.60365355e+00
 -1.09021515e-01  6.37023735e+00 -3.57201719e+00  5.05449104e+00
 -3.48273563e+00  3.37800169e+00 -2.45623326e+00  4.45892763e+00
 -2.00717568e+00  1.39023757e+00  1.91720903e+00 -1.22465515e+00
  1.64675605e+00  1.03964210e+00  8.06783676e+00  7.65645409e+00
  1.40840807e+01  1.09624348e+01  1.57244635e+01  1.39463654e+01]",Surprise
1004,"[-263.31143      43.32361     -36.419243     18.768084    -12.780631
    5.97223     -11.480319      7.6141624    -9.994646     13.07407
  -21.397963      6.626465     -2.0379994    -2.1437252     0.7674397
    2.1757314   -10.514431     16.804003     -4.266914     11.937775
    8.914605      5.286357     -1.7603679     5.165317     -4.4427066
   10.029254     -0.7032397    -0.5394082    -1.3076713    -3.1585486
   -4.184884      0.5733538    -6.5825987     1.7774273    -2.7801557
   -0.2917527    -0.27360237   -1.2405154     2.6175504     1.884137  ]",Fear
1005,"[-4.04933167e+02  8.78489914e+01  9.92337608e+00 -7.84272051e+00
 -1.83698130e+00  1.33952427e+01 -1.78920155e+01  5.89696944e-01
 -2.16549511e+01  1.76715910e+00 -1.62385864e+01 -5.53954744e+00
 -8.52741909e+00  2.90926367e-01 -9.84584332e+00  3.70791125e+00
 -8.42097092e+00  1.41125183e+01  5.26473284e-01  1.90890327e-01
 -6.41357362e-01  2.46027493e+00 -1.63767922e+00  4.34958124e+00
 -3.26701069e+00  3.36984801e+00 -1.87784159e+00  4.17866707e+00
 -6.02684580e-02  2.85908723e+00 -9.16632116e-01  4.78807688e+00
  6.30031538e+00  7.69410276e+00  1.15035715e+01  8.77818489e+00
  1.04473944e+01  1.05653687e+01  1.03365564e+01  6.60180521e+00]",Surprise
1006,"[-3.3208646e+02  2.7084095e+01 -2.2134077e+01  1.3807371e+01
 -2.8732506e+01 -6.7365537e+00 -2.2801094e+01 -1.0214181e+00
 -1.0944769e+01  1.0305017e+01 -1.4734103e+01  1.7713627e+01
 -1.4207544e+01  1.1565550e+01 -6.3572202e+00  7.9254074e+00
  1.8486150e-01  5.9945316e+00 -2.8807890e+00  6.9297881e+00
 -7.1897807e+00  3.9669981e+00 -3.6870797e+00  2.8873866e+00
 -2.3004808e+00  2.2089105e+00  9.2629582e-01  6.8842416e+00
  4.5579128e+00  5.1800380e+00  7.1002607e+00  8.2292614e+00
  3.6298673e+00  4.7386951e+00  3.5156717e+00  4.4230013e+00
  1.9920017e+00  1.7370217e+00  3.4507165e+00  3.3580968e+00]",Surprise
1007,"[-3.0624066e+02  3.6416676e+01 -2.5976171e+01  4.2191700e+01
 -1.5500856e+01 -9.6939427e-01 -1.0197129e+01  1.0381747e+00
 -1.2083154e+01  1.2148328e+01 -2.5625292e+01  1.3969689e+01
 -7.5200901e+00  2.6143219e+00  1.1997480e+00 -2.6738892e+00
 -4.3896980e+00  1.3306329e+01 -7.8289571e+00  1.2528059e+01
  8.8414078e+00  6.0566735e+00  3.3688400e+00  8.5257778e+00
 -2.7384484e+00  4.6099467e+00 -1.4267905e-01  2.6541247e+00
  6.8904376e-01  3.2245772e+00  4.9518608e-02  2.2218773e+00
 -7.8325331e-01 -1.6813908e+00 -1.4964746e+00  1.4729913e+00
 -1.3659809e+00  2.1803298e+00  2.4909062e+00  1.5029161e+00]",Fear
1008,"[-4.4846683e+02  7.3808701e+01  4.2144308e+00 -3.4087429e+00
 -1.9337747e+00  1.4996063e+01 -1.8786518e+01 -1.3886062e+00
 -1.8917150e+01  4.1110449e+00 -2.2650961e+01 -7.2593985e+00
 -1.0997624e+01  8.1825533e+00 -9.0621710e+00  5.2325692e+00
 -5.9727826e+00  4.8572187e+00  4.4269657e+00 -3.6020529e+00
 -4.4044309e+00  1.4304947e+01  1.0530544e+01  2.7936310e+01
  2.8255939e+01  2.2829107e+01  1.0306651e+01  8.9137163e+00
 -3.7012722e+00  4.1884236e+00  5.5261192e+00  1.6274050e+00
 -8.7570220e-02 -5.3010373e+00  1.2509955e+00  4.7696896e+00
  8.0714834e-01 -8.2230711e-01 -4.8722591e+00  4.0018862e-01]",Fear
1009,"[-3.5519540e+02  5.9818439e+01 -1.9683704e+01 -9.0689814e-01
 -1.8008760e+01  9.1285200e+00 -1.8176556e+01 -2.3383591e+01
 -1.0338893e+01  6.5839543e+00 -2.3115255e+01  1.5900148e+01
 -2.2054928e+01  1.7951265e+01 -2.4521797e+00  8.8447437e+00
  5.2210078e+00  1.0914590e+01 -4.3382378e+00  7.9538150e+00
 -6.4033437e+00  5.1830678e+00 -8.6740398e+00  2.0060956e+00
 -4.3347964e-01  3.3090624e-01  8.5597211e-01  1.8898928e+00
 -1.5519490e+00  4.2617388e+00  1.1680977e+00  8.2938738e+00
  8.5280685e+00  9.6569910e+00  9.8507938e+00  7.4730153e+00
  4.9278955e+00  1.9378258e+00  3.1944618e+00  2.2545629e+00]",Surprise
1010,"[-4.59464508e+02  8.17977142e+01  1.53243265e+01  4.29135990e+00
 -3.04050028e-01  1.10479679e+01 -1.69002514e+01  1.72578669e+00
 -2.19985714e+01  3.85075331e+00 -1.67717190e+01 -1.21696748e-01
 -6.75422239e+00  4.50670630e-01 -3.06190801e+00  4.53304857e-01
 -4.35901976e+00  1.16853933e+01 -4.64453745e+00  1.26534450e+00
  1.50258696e+00  8.58932853e-01 -8.70811492e-02  6.51545143e+00
  1.10277040e-02  8.70113659e+00  3.40338802e+00  6.37047768e+00
 -1.62799740e+00  3.70227981e+00 -8.71424556e-01  3.60471869e+00
  2.02490020e+00  1.28799939e+00  2.74229264e+00  5.23079967e+00
  5.50970554e+00  6.09703112e+00  8.61410618e+00  1.18803654e+01]",Happy
1011,"[-4.4584250e+02  7.6120781e+01  9.2290335e+00 -4.3248935e+00
 -1.1935947e+01  1.2525423e+01 -1.4194562e+01  1.8485973e+00
 -2.2719904e+01 -3.9519596e+00 -2.3607485e+01 -7.3474483e+00
 -1.3791080e+01  2.3159540e+00 -6.1743922e+00  4.5054349e-01
 -6.5958681e+00  4.8595376e+00 -5.2935016e-01  3.7420490e+00
 -6.9238224e+00  7.4395151e+00  1.0481366e+01  2.1253885e+01
  3.4250023e+01  3.2741791e+01  2.1313368e+01  1.4160305e+01
 -2.7389941e+00 -2.4147694e-01  2.2630539e+00  3.9886191e+00
  2.8483984e+00 -6.3154025e+00 -3.2196337e-01 -1.1927062e+00
  3.7716241e+00  1.9575483e+00 -3.4657638e+00 -4.5709586e+00]",Fear
1012,"[-3.9190497e+02  5.9719410e+01 -7.4757752e+00  2.3543840e+01
 -2.4237325e+00  2.5380468e+00 -1.3466119e+01 -3.8625417e+00
 -1.0787086e+01  1.4136360e+01 -2.3393789e+01  1.3187326e+01
 -9.0411377e+00  1.0443350e+01 -2.5505748e+00 -4.8243728e+00
  8.0636692e-01 -1.9274161e+00 -1.1197045e+01  3.5088904e+00
 -9.3709497e+00 -3.1869459e+00 -6.4493465e+00 -2.6430485e+00
 -6.1550064e+00 -2.3118243e+00 -2.5662360e+00 -9.4313705e-01
 -6.9207869e+00 -1.5801046e+00 -6.2508726e+00  9.5313396e+00
  1.4622032e+01  2.7363176e+01  3.1392792e+01  2.5978672e+01
  1.5849243e+01  1.9765412e+00 -1.7017558e+00  2.1555410e-01]",Calm
1013,"[-5.5011163e+02  8.2654579e+01  1.3760928e+01  1.7391020e+01
  5.6241145e+00  1.5898489e+01 -7.2099013e+00  2.8949878e+00
 -1.4145489e+01  6.8641163e-02 -1.0039183e+01  3.4281549e+00
 -7.4900742e+00  9.6250114e+00  4.3852572e+00  3.3895783e+00
 -4.6598639e+00  7.6945529e+00 -2.5682282e+00 -1.4663824e+00
  1.0689164e+00  3.3277841e+00 -4.9865413e+00  1.9833902e+00
 -4.4215717e+00 -1.7019171e+00 -7.0052333e+00  2.6389205e+00
  9.2905962e-01 -1.2762681e+00 -3.4080975e+00 -1.5196145e+00
 -5.0425377e+00 -2.0586052e+00  7.8901663e+00  1.1835466e+01
  2.5683310e+01  3.0023895e+01  2.6832535e+01  2.2411083e+01]",Calm
1014,"[-4.3026730e+02  5.6508724e+01 -6.6462541e+00  4.9373566e+01
 -8.2707939e+00 -4.2165513e+00 -6.9060116e+00 -9.6653137e+00
 -9.5093937e+00  4.1892582e-01 -1.5362389e+01  1.6156351e+01
 -1.0527330e+01  1.3068744e+01 -2.1223252e+00  3.6338741e-01
  2.0198343e+00  1.0712328e+00 -1.0883070e+01  4.5834866e+00
 -5.2955494e+00 -3.2758887e+00 -5.6328440e+00 -1.7543350e-01
 -5.4782090e+00 -3.1802118e+00 -5.4126903e-02 -3.2350466e+00
 -1.9876378e+00 -6.8026867e+00 -8.4001284e+00 -2.3480449e+00
  3.0648324e+00  1.7204159e+01  2.8840683e+01  3.5351994e+01
  3.0431520e+01  1.4228638e+01  1.4782482e+00 -4.9917736e+00]",Calm
1015,"[-3.66996429e+02  8.25897598e+01  2.46581573e+01  3.60481720e+01
 -1.16255045e+01  1.88517990e+01 -5.42457104e+00 -5.17123032e+00
 -5.53363085e+00  3.97137785e+00 -1.32604418e+01  4.09334755e+00
 -1.40672836e+01  1.26865005e+01 -1.10188665e+01  7.27932453e-01
 -1.48485923e+00 -2.43156719e+00 -1.03457689e+01 -6.39262915e+00
 -7.29667711e+00 -6.52493477e+00 -3.79513454e+00  5.10412169e+00
  8.98292720e-01  7.93796301e+00  1.72442210e+00  6.74361065e-02
 -2.39395261e+00  1.47985911e+00  5.62757015e+00  1.10703478e+01
  6.69283485e+00  1.57207346e+00  2.93860865e+00  2.42296386e+00
  6.13583422e+00  5.65686655e+00  6.31281996e+00  8.08568597e-01]",Sad
1016,"[-3.4890784e+02  1.8446005e+01 -1.2139578e+01  2.8019312e+01
 -2.9660154e+01  5.4517665e+00 -9.2189932e+00 -9.4866276e+00
 -1.0757821e+01  4.3844557e+00 -2.1297997e+01  1.5594003e+01
 -1.3584772e+01  1.1212971e+01 -7.8159323e+00  5.8103848e-01
 -1.6962794e+00  3.7547359e+00 -9.1193161e+00  5.6918535e+00
 -2.7021055e+00 -6.6843206e-01 -7.8518271e+00  6.7388093e-01
 -3.7759354e+00  3.8742487e+00  3.4875948e+00  1.1629872e+01
  1.1540708e+01  1.6618948e+01  1.2631782e+01  8.7449331e+00
  4.1982884e+00  3.1114060e-01 -1.6677552e+00  5.1856027e+00
  2.5281825e+00  2.9662292e+00  9.0986437e-01  1.6742656e+00]",Angry
1017,"[-4.4854547e+02  7.5874367e+01  1.9988768e+01  7.0589280e+00
  5.1637568e+00  9.3708820e+00 -8.7067366e+00  2.0058424e+00
 -2.6550957e+01 -4.9588323e-01 -1.9426678e+01  3.0038548e+00
 -7.2793808e+00  1.0329894e+00 -1.9489995e+00  3.2648070e+00
 -3.0927572e+00  4.6827302e+00  1.8536329e+00  2.3325734e+00
 -4.0029187e+00  9.3963861e-02 -4.9104791e+00 -2.0375917e+00
 -5.8523726e+00  1.4078052e+00 -3.0971402e-01  9.7668397e-01
  2.2666395e+00  4.5872259e-01 -2.7720915e-02  1.0793788e+00
  1.4914352e+00  7.2562394e+00  1.3131563e+01  1.2521964e+01
  2.2507494e+01  2.0910351e+01  1.8965275e+01  1.4562182e+01]",Disgust
1018,"[-4.49504547e+02  8.06007919e+01  1.15456505e+01  8.58508587e+00
 -7.16299200e+00  7.05003595e+00 -1.68657703e+01  1.52006328e+00
 -1.88470173e+01 -8.40080321e-01 -1.36181440e+01 -6.86256409e+00
 -8.26282978e+00  4.17857319e-01 -6.00741673e+00  6.86891317e+00
 -7.04292631e+00  1.49012117e+01 -4.99207401e+00 -1.01478863e+00
 -9.63943899e-01  4.97629642e+00  1.86813660e-02  9.81728554e+00
  1.71202445e+00  6.28772640e+00  6.29518807e-01  4.40808249e+00
 -2.08473969e+00  5.58382463e+00  3.75003386e+00  4.66434479e+00
  3.69523335e+00  2.57956576e+00  3.57496691e+00  7.19349813e+00
  9.52359676e+00  9.32867908e+00  9.81401348e+00  9.11512184e+00]",Happy
1019,"[-5.11115021e+02  9.24066620e+01  1.07382269e+01  6.39176416e+00
 -3.59490863e-03  1.14065151e+01 -1.29544525e+01  7.60920703e-01
 -2.20322723e+01  4.01643562e+00 -1.06730633e+01  8.76721287e+00
 -7.48668432e+00  4.31739473e+00  3.50081825e+00  7.33394337e+00
 -6.62254572e+00  1.12737551e+01 -2.07284212e+00 -1.52852488e+00
  7.35164702e-01  3.18622470e+00 -1.69633448e+00  5.57328606e+00
 -8.49254990e+00 -3.57130361e+00 -7.85160923e+00  2.53467727e+00
 -3.01568770e+00  1.03361398e-01 -4.68177032e+00 -1.68762052e+00
 -8.58294582e+00 -2.72113490e+00  8.23779678e+00  1.69016781e+01
  2.88797741e+01  3.37459793e+01  3.29017906e+01  2.14067974e+01]",Calm
